1,clk_drv:0x00 ,q_drv:0x00 ,d_drv:0x00 ,cs0_drv:0x00 ,hd_drv:0x00 ,wp_drv:0x00,0,0,0
459,1.614 ,1.267 ,11.543 ,-0.001 ,0.001 ,-0.000,0,0,0
460,1.620 ,1.273 ,11.568 ,0.000 ,0.000 ,0.000,0,0,0
461,1.638 ,1.273 ,11.588 ,0.000 ,0.001 ,0.001,0,0,0
462,1.641 ,1.273 ,11.552 ,0.000 ,-0.001 ,0.001,0,0,0
463,1.651 ,1.285 ,11.524 ,-0.000 ,0.000 ,-0.001,0,0,0
464,1.658 ,1.253 ,11.519 ,0.001 ,-0.001 ,0.001,0,0,0
465,1.652 ,1.259 ,11.586 ,-0.000 ,0.000 ,-0.001,0,0,0
466,1.646 ,1.258 ,11.501 ,-0.000 ,0.000 ,0.001,0,0,0
467,1.645 ,1.261 ,11.579 ,0.000 ,-0.001 ,-0.000,0,0,0
468,1.667 ,1.273 ,11.575 ,0.001 ,0.001 ,-0.000,0,0,0
469,1.645 ,1.265 ,11.538 ,0.001 ,-0.002 ,0.001,0,0,0
470,1.637 ,1.299 ,11.533 ,-0.001 ,0.002 ,0.000,0,0,0
471,1.659 ,1.280 ,11.557 ,0.001 ,-0.001 ,0.001,0,0,0
472,1.652 ,1.267 ,11.530 ,-0.001 ,-0.001 ,0.001,0,0,0
473,1.648 ,1.291 ,11.553 ,0.001 ,-0.001 ,-0.000,0,0,0
474,1.615 ,1.281 ,11.562 ,0.001 ,-0.000 ,-0.001,0,0,0
475,1.638 ,1.273 ,11.521 ,0.000 ,-0.001 ,-0.000,0,0,0
476,1.619 ,1.301 ,11.560 ,0.001 ,-0.000 ,0.000,0,0,0
477,1.644 ,1.268 ,11.590 ,-0.000 ,-0.001 ,-0.001,0,0,0
478,1.637 ,1.264 ,11.560 ,0.001 ,-0.001 ,-0.000,0,0,0
479,1.643 ,1.277 ,11.551 ,0.000 ,0.001 ,-0.001,0,0,0
480,1.629 ,1.283 ,11.558 ,-0.000 ,0.001 ,-0.000,0,0,0
481,1.643 ,1.276 ,11.581 ,0.001 ,0.001 ,0.001,0,0,0
482,1.641 ,1.274 ,11.547 ,-0.000 ,-0.001 ,-0.000,0,0,0
483,1.663 ,1.303 ,11.556 ,-0.000 ,-0.000 ,-0.000,0,0,0
484,1.634 ,1.294 ,11.533 ,-0.001 ,0.000 ,-0.001,0,0,0
485,1.639 ,1.264 ,11.523 ,0.000 ,0.001 ,0.001,0,0,0
486,1.625 ,1.282 ,11.565 ,-0.000 ,-0.001 ,0.001,0,0,0
487,1.617 ,1.288 ,11.575 ,-0.000 ,0.001 ,0.000,0,0,0
488,1.635 ,1.289 ,11.546 ,0.000 ,0.000 ,-0.000,0,0,0
489,1.655 ,1.268 ,11.541 ,0.000 ,-0.000 ,-0.002,0,0,0
490,1.648 ,1.285 ,11.555 ,0.000 ,-0.000 ,0.000,0,0,0
491,1.635 ,1.291 ,11.562 ,0.001 ,-0.001 ,0.000,0,0,0
492,1.655 ,1.256 ,11.562 ,-0.000 ,0.000 ,-0.001,0,0,0
493,1.649 ,1.269 ,11.586 ,0.001 ,-0.001 ,-0.001,0,0,0
494,1.632 ,1.282 ,11.564 ,0.000 ,0.001 ,-0.000,0,0,0
495,1.638 ,1.272 ,11.581 ,-0.000 ,-0.001 ,0.001,0,0,0
496,1.631 ,1.285 ,11.528 ,0.000 ,-0.001 ,0.001,0,0,0
497,1.640 ,1.286 ,11.566 ,0.000 ,0.001 ,0.001,0,0,0
498,1.652 ,1.279 ,11.562 ,0.001 ,-0.000 ,-0.000,0,0,0
499,1.656 ,1.279 ,11.504 ,-0.000 ,-0.001 ,0.000,0,0,0
500,1.651 ,1.268 ,11.557 ,0.000 ,-0.000 ,0.001,0,0,0
501,1.651 ,1.275 ,11.556 ,0.000 ,-0.000 ,0.000,0,0,0
502,1.660 ,1.274 ,11.534 ,-0.000 ,0.001 ,-0.000,0,0,0
503,1.607 ,1.285 ,11.556 ,0.000 ,0.000 ,-0.000,0,0,0
504,1.648 ,1.288 ,11.554 ,0.000 ,-0.001 ,0.001,0,0,0
505,1.642 ,1.295 ,11.560 ,-0.001 ,0.000 ,0.001,0,0,0
506,1.646 ,1.274 ,11.529 ,0.000 ,-0.002 ,-0.001,0,0,0
507,1.639 ,1.269 ,11.535 ,-0.000 ,0.000 ,-0.000,0,0,0
508,1.647 ,1.281 ,11.597 ,0.000 ,0.000 ,0.000,0,0,0
509,1.635 ,1.267 ,11.554 ,0.001 ,0.000 ,-0.001,0,0,0
510,1.633 ,1.296 ,11.539 ,0.000 ,0.002 ,-0.000,0,0,0
511,1.621 ,1.268 ,11.589 ,-0.000 ,0.001 ,-0.000,0,0,0
512,1.656 ,1.282 ,11.561 ,-0.001 ,0.001 ,0.000,0,0,0
513,1.643 ,1.244 ,11.539 ,-0.000 ,-0.000 ,-0.000,0,0,0
514,1.644 ,1.279 ,11.567 ,-0.001 ,0.000 ,0.001,0,0,0
515,1.647 ,1.289 ,11.545 ,-0.000 ,0.001 ,0.000,0,0,0
516,1.645 ,1.258 ,11.547 ,0.001 ,0.000 ,0.000,0,0,0
517,1.625 ,1.285 ,11.559 ,0.000 ,0.000 ,0.000,0,0,0
518,1.665 ,1.282 ,11.568 ,0.001 ,0.001 ,-0.000,0,0,0
519,1.641 ,1.270 ,11.593 ,-0.000 ,0.000 ,-0.000,0,0,0
520,1.647 ,1.280 ,11.548 ,0.001 ,-0.000 ,-0.000,0,0,0
521,1.640 ,1.277 ,11.545 ,-0.001 ,-0.000 ,0.000,0,0,0
522,1.638 ,1.274 ,11.546 ,-0.000 ,0.000 ,0.000,0,0,0
523,1.629 ,1.288 ,11.538 ,0.000 ,0.000 ,-0.001,0,0,0
524,1.662 ,1.273 ,11.559 ,0.000 ,0.000 ,-0.000,0,0,0
525,1.654 ,1.289 ,11.588 ,0.000 ,-0.001 ,-0.000,0,0,0
526,1.634 ,1.286 ,11.530 ,0.000 ,-0.001 ,0.000,0,0,0
527,1.643 ,1.288 ,11.553 ,-0.001 ,0.002 ,0.000,0,0,0
528,1.641 ,1.247 ,11.504 ,0.000 ,0.000 ,-0.001,0,0,0
529,1.655 ,1.282 ,11.563 ,0.001 ,0.000 ,0.000,0,0,0
530,1.641 ,1.287 ,11.593 ,-0.001 ,0.000 ,0.000,0,0,0
531,1.639 ,1.294 ,11.584 ,0.001 ,-0.000 ,-0.000,0,0,0
532,1.636 ,1.292 ,11.551 ,0.000 ,0.000 ,-0.000,0,0,0
533,1.652 ,1.291 ,11.568 ,-0.000 ,0.000 ,0.000,0,0,0
534,1.626 ,1.257 ,11.577 ,-0.001 ,-0.001 ,0.000,0,0,0
535,1.617 ,1.298 ,11.533 ,0.000 ,0.000 ,-0.000,0,0,0
536,1.643 ,1.279 ,11.555 ,-0.001 ,0.000 ,-0.001,0,0,0
537,1.627 ,1.285 ,11.529 ,0.001 ,0.001 ,-0.000,0,0,0
538,1.643 ,1.273 ,11.551 ,-0.000 ,-0.000 ,0.000,0,0,0
539,1.655 ,1.276 ,11.581 ,-0.000 ,-0.001 ,0.000,0,0,0
540,1.637 ,1.274 ,11.550 ,-0.001 ,-0.000 ,0.000,0,0,0
541,1.625 ,1.246 ,11.585 ,0.000 ,-0.000 ,-0.000,0,0,0
542,1.638 ,1.305 ,11.541 ,-0.000 ,0.001 ,-0.000,0,0,0
543,1.656 ,1.265 ,11.537 ,-0.000 ,-0.001 ,0.000,0,0,0
544,1.629 ,1.273 ,11.546 ,0.001 ,0.001 ,-0.001,0,0,0
545,1.638 ,1.294 ,11.562 ,0.000 ,-0.000 ,0.000,0,0,0
546,1.637 ,1.272 ,11.586 ,0.000 ,0.000 ,-0.001,0,0,0
547,1.645 ,1.280 ,11.541 ,0.001 ,-0.000 ,-0.000,0,0,0
548,1.632 ,1.283 ,11.532 ,0.000 ,0.001 ,-0.001,0,0,0
549,1.646 ,1.289 ,11.556 ,0.000 ,-0.001 ,-0.001,0,0,0
550,1.651 ,1.297 ,11.517 ,0.000 ,-0.001 ,-0.001,0,0,0
551,1.635 ,1.286 ,11.571 ,0.000 ,0.001 ,-0.001,0,0,0
552,1.631 ,1.266 ,11.556 ,-0.000 ,0.000 ,0.001,0,0,0
553,1.633 ,1.275 ,11.547 ,0.001 ,-0.001 ,-0.001,0,0,0
554,1.656 ,1.276 ,11.578 ,0.001 ,-0.000 ,0.000,0,0,0
555,1.659 ,1.292 ,11.554 ,-0.000 ,0.000 ,0.001,0,0,0
556,1.647 ,1.277 ,11.552 ,0.000 ,-0.001 ,-0.001,0,0,0
557,1.648 ,1.276 ,11.562 ,0.001 ,0.000 ,0.000,0,0,0
558,1.651 ,1.280 ,11.565 ,0.002 ,0.001 ,-0.000,0,0,0
559,1.638 ,1.286 ,11.551 ,0.000 ,0.000 ,-0.000,0,0,0
560,1.664 ,1.269 ,11.544 ,-0.001 ,-0.000 ,-0.000,0,0,0
561,1.633 ,1.292 ,11.584 ,-0.001 ,-0.001 ,0.001,0,0,0
562,1.644 ,1.268 ,11.544 ,0.001 ,0.000 ,-0.000,0,0,0
563,1.629 ,1.252 ,11.543 ,0.001 ,0.000 ,0.000,0,0,0
564,1.631 ,1.292 ,11.564 ,0.000 ,0.001 ,0.000,0,0,0
565,1.635 ,1.270 ,11.571 ,0.001 ,0.001 ,-0.000,0,0,0
566,1.629 ,1.275 ,11.563 ,-0.000 ,0.001 ,-0.001,0,0,0
567,1.637 ,1.274 ,11.544 ,0.000 ,0.001 ,-0.000,0,0,0
568,1.654 ,1.286 ,11.586 ,0.000 ,-0.001 ,-0.001,0,0,0
569,1.637 ,1.270 ,11.564 ,-0.000 ,0.001 ,-0.000,0,0,0
570,1.626 ,1.275 ,11.550 ,-0.000 ,-0.001 ,-0.001,0,0,0
571,1.662 ,1.265 ,11.559 ,0.001 ,0.000 ,-0.001,0,0,0
572,1.620 ,1.270 ,11.543 ,0.000 ,-0.001 ,-0.001,0,0,0
573,1.629 ,1.268 ,11.516 ,-0.001 ,0.001 ,-0.000,0,0,0
574,1.641 ,1.273 ,11.554 ,0.000 ,0.000 ,-0.000,0,0,0
575,1.641 ,1.274 ,11.532 ,-0.000 ,0.001 ,-0.000,0,0,0
576,1.645 ,1.274 ,11.580 ,0.000 ,-0.001 ,-0.001,0,0,0
577,1.651 ,1.275 ,11.529 ,-0.002 ,-0.006 ,0.001,0,0,0
578,2.145 ,1.729 ,11.691 ,0.202 ,-0.168 ,0.101,0,0,0
579,0.647 ,1.393 ,11.610 ,0.027 ,-0.044 ,0.012,0,0,0
580,1.898 ,1.221 ,11.405 ,0.020 ,-0.145 ,-0.078,0,0,0
581,1.892 ,1.306 ,11.686 ,0.112 ,-0.160 ,0.212,0,0,0
582,1.388 ,1.245 ,11.527 ,0.058 ,-0.012 ,0.106,0,0,0
583,2.520 ,1.481 ,11.960 ,-0.023 ,0.502 ,0.228,0,0,0
584,1.499 ,1.081 ,13.382 ,0.267 ,0.881 ,-0.017,0,0,0
585,1.000 ,1.897 ,12.799 ,1.832 ,-0.076 ,-0.709,0,0,0
586,0.849 ,2.388 ,13.191 ,2.367 ,-0.585 ,-0.891,0,0,0
587,1.656 ,3.963 ,11.569 ,3.501 ,-0.558 ,-1.341,0,0,0
588,0.958 ,5.663 ,8.652 ,4.372 ,-0.995 ,-1.360,0,0,0
589,0.999 ,7.486 ,5.342 ,3.772 ,-0.546 ,-1.466,0,0,0
590,-0.316 ,8.631 ,5.785 ,0.991 ,0.429 ,-1.462,0,0,0
591,-1.047 ,9.700 ,8.059 ,0.771 ,0.454 ,-0.775,0,0,0
592,-0.223 ,9.823 ,6.665 ,0.606 ,-0.548 ,0.406,0,0,0
593,0.652 ,8.626 ,6.016 ,0.327 ,-0.272 ,0.427,0,0,0
594,0.886 ,9.037 ,7.547 ,0.215 ,-0.309 ,0.234,0,0,0
595,-0.057 ,9.763 ,7.221 ,0.607 ,-0.445 ,0.119,0,0,0
596,0.743 ,10.236 ,4.517 ,1.540 ,-0.739 ,-0.072,0,0,0
597,1.565 ,9.158 ,5.693 ,0.511 ,-0.727 ,0.511,0,0,0
598,1.065 ,10.380 ,4.907 ,0.523 ,-0.521 ,0.231,0,0,0
599,2.073 ,9.493 ,4.238 ,0.771 ,-0.573 ,0.442,0,0,0
600,1.665 ,10.938 ,4.528 ,0.233 ,-0.634 ,0.195,0,0,0
601,2.498 ,9.566 ,4.180 ,0.529 ,-0.695 ,0.420,0,0,0
602,2.476 ,10.950 ,4.841 ,0.816 ,-0.817 ,0.339,0,0,0
603,2.943 ,10.306 ,2.407 ,0.787 ,-0.704 ,0.583,0,0,0
604,2.927 ,10.290 ,3.912 ,0.625 ,-0.698 ,0.520,0,0,0
605,3.230 ,10.249 ,2.150 ,0.435 ,-0.790 ,0.256,0,0,0
606,4.310 ,8.799 ,2.173 ,0.406 ,-0.414 ,0.294,0,0,0
607,3.890 ,10.062 ,0.875 ,0.202 ,-1.115 ,-0.044,0,0,0
608,3.580 ,11.061 ,1.500 ,-0.179 ,-0.210 ,-0.108,0,0,0
609,3.959 ,9.667 ,1.531 ,0.144 ,0.089 ,0.179,0,0,0
610,3.505 ,10.602 ,2.612 ,-0.330 ,0.258 ,-0.063,0,0,0
611,3.729 ,10.134 ,1.746 ,0.337 ,0.003 ,0.070,0,0,0
612,4.017 ,9.236 ,1.435 ,-0.533 ,0.185 ,0.029,0,0,0
613,3.450 ,10.676 ,1.772 ,-0.944 ,0.428 ,-0.330,0,0,0
614,3.663 ,9.531 ,2.357 ,-0.370 ,0.417 ,-0.041,0,0,0
615,3.420 ,9.623 ,3.268 ,-1.054 ,0.919 ,-0.200,0,0,0
616,2.866 ,10.077 ,4.421 ,-1.276 ,0.684 ,-0.268,0,0,0
617,2.922 ,9.802 ,4.881 ,-1.102 ,0.771 ,-0.220,0,0,0
618,3.062 ,9.567 ,4.533 ,-1.231 ,0.529 ,-0.289,0,0,0
619,1.505 ,9.793 ,7.550 ,-2.197 ,1.508 ,-0.500,0,0,0
620,1.552 ,8.835 ,8.230 ,-1.006 ,1.167 ,-0.107,0,0,0
621,1.368 ,8.884 ,6.442 ,-1.277 ,0.636 ,-0.115,0,0,0
622,0.997 ,7.930 ,7.801 ,-1.529 ,1.301 ,-0.134,0,0,0
623,0.323 ,8.104 ,8.445 ,-1.284 ,0.882 ,-0.271,0,0,0
624,0.373 ,7.256 ,8.969 ,-0.909 ,0.889 ,-0.076,0,0,0
625,-0.001 ,6.846 ,8.574 ,-1.285 ,1.108 ,-0.183,0,0,0
626,-1.205 ,5.506 ,10.139 ,-1.060 ,1.119 ,0.044,0,0,0
627,-1.411 ,6.467 ,10.064 ,-0.724 ,1.374 ,-0.379,0,0,0
628,-2.711 ,5.075 ,10.757 ,-0.303 ,1.569 ,0.093,0,0,0
629,-2.157 ,4.574 ,9.704 ,-0.738 ,0.973 ,-0.324,0,0,0
630,-4.002 ,6.555 ,8.929 ,0.053 ,0.891 ,-0.667,0,0,0
631,-3.073 ,5.108 ,11.109 ,-1.862 ,-0.002 ,-0.008,0,0,0
632,-3.126 ,3.347 ,5.613 ,-2.059 ,-0.062 ,0.331,0,0,0
633,-4.570 ,0.184 ,5.945 ,-4.355 ,0.651 ,1.045,0,0,0
634,-1.824 ,1.388 ,10.812 ,0.084 ,-2.213 ,0.266,0,0,0
635,-1.713 ,1.478 ,11.859 ,0.062 ,-1.045 ,0.098,0,0,0
636,0.057 ,1.754 ,11.659 ,0.031 ,-0.370 ,-0.158,0,0,0
637,0.931 ,1.963 ,11.926 ,0.063 ,-1.072 ,-0.244,0,0,0
638,-1.101 ,1.503 ,10.814 ,0.451 ,-0.742 ,-0.538,0,0,0
639,-0.185 ,1.710 ,11.606 ,-0.070 ,0.176 ,-0.159,0,0,0
640,-0.549 ,1.635 ,11.561 ,0.008 ,0.007 ,-0.134,0,0,0
641,-0.241 ,1.723 ,11.492 ,0.083 ,-0.164 ,0.012,0,0,0
642,0.000 ,1.761 ,11.346 ,0.074 ,-0.151 ,0.012,0,0,0
643,-0.309 ,1.668 ,11.659 ,-0.028 ,0.059 ,-0.005,0,0,0
644,-0.161 ,1.725 ,11.535 ,0.011 ,-0.025 ,0.001,0,0,0
645,-0.179 ,1.712 ,11.617 ,-0.015 ,0.028 ,-0.004,0,0,0
646,-0.176 ,1.722 ,11.501 ,0.018 ,-0.036 ,0.002,0,0,0
647,-0.204 ,1.703 ,11.565 ,-0.010 ,0.018 ,-0.001,0,0,0
648,-0.181 ,1.714 ,11.529 ,0.006 ,-0.017 ,-0.000,0,0,0
649,-0.166 ,1.711 ,11.559 ,-0.000 ,0.000 ,-0.001,0,0,0
650,-0.203 ,1.713 ,11.578 ,0.001 ,-0.006 ,0.001,0,0,0
651,-0.150 ,1.719 ,11.467 ,0.005 ,-0.009 ,-0.001,0,0,0
652,-0.161 ,1.713 ,11.533 ,0.000 ,-0.003 ,-0.001,0,0,0
653,-0.174 ,1.714 ,11.580 ,-0.001 ,-0.002 ,-0.001,0,0,0
654,-0.159 ,1.725 ,11.539 ,-0.000 ,0.000 ,-0.002,0,0,0
655,-0.169 ,1.744 ,11.580 ,0.001 ,-0.002 ,-0.001,0,0,0
656,-0.193 ,1.713 ,11.527 ,-0.001 ,0.000 ,-0.000,0,0,0
657,-0.173 ,1.729 ,11.548 ,0.000 ,-0.000 ,-0.000,0,0,0
658,-0.201 ,1.732 ,11.608 ,0.000 ,-0.003 ,0.000,0,0,0
659,-0.164 ,1.714 ,11.563 ,0.001 ,-0.003 ,-0.000,0,0,0
660,-0.177 ,1.717 ,11.573 ,0.000 ,-0.002 ,-0.001,0,0,0
661,-0.184 ,1.726 ,11.596 ,-0.000 ,-0.001 ,-0.002,0,0,0
662,-0.165 ,1.706 ,11.533 ,0.001 ,-0.001 ,-0.002,0,0,0
663,-0.186 ,1.720 ,11.574 ,0.001 ,-0.001 ,-0.002,0,0,0
664,-0.192 ,1.716 ,11.533 ,0.001 ,-0.002 ,-0.002,0,0,0
665,-0.184 ,1.715 ,11.565 ,0.000 ,-0.002 ,-0.000,0,0,0
666,-0.178 ,1.683 ,11.538 ,0.000 ,-0.000 ,-0.001,0,0,0
667,-0.186 ,1.724 ,11.544 ,0.001 ,-0.002 ,-0.001,0,0,0
668,-0.177 ,1.705 ,11.538 ,0.000 ,-0.002 ,-0.002,0,0,0
669,-0.162 ,1.694 ,11.553 ,0.001 ,-0.003 ,-0.001,0,0,0
670,-0.165 ,1.701 ,11.570 ,-0.000 ,0.001 ,-0.001,0,0,0
671,-0.183 ,1.738 ,11.562 ,-0.001 ,0.002 ,-0.001,0,0,0
672,-0.188 ,1.717 ,11.586 ,0.001 ,-0.004 ,-0.001,0,0,0
673,-0.177 ,1.698 ,11.539 ,-0.001 ,-0.001 ,-0.001,0,0,0
674,-0.188 ,1.726 ,11.550 ,0.001 ,-0.001 ,-0.000,0,0,0
675,-0.162 ,1.720 ,11.570 ,0.001 ,-0.002 ,-0.001,0,0,0
676,-0.177 ,1.726 ,11.501 ,-0.000 ,-0.000 ,-0.001,0,0,0
677,-0.190 ,1.729 ,11.549 ,0.001 ,-0.001 ,0.000,0,0,0
678,-0.177 ,1.725 ,11.578 ,0.000 ,-0.001 ,-0.001,0,0,0
679,-0.171 ,1.711 ,11.548 ,-0.001 ,0.000 ,-0.001,0,0,0
680,-0.176 ,1.733 ,11.560 ,0.001 ,-0.002 ,-0.001,0,0,0
681,-0.146 ,1.693 ,11.524 ,-0.000 ,0.001 ,-0.000,0,0,0
682,-0.156 ,1.707 ,11.559 ,0.001 ,-0.001 ,0.000,0,0,0
683,-0.195 ,1.742 ,11.554 ,0.000 ,-0.000 ,0.000,0,0,0
684,-0.148 ,1.709 ,11.547 ,0.000 ,-0.002 ,-0.001,0,0,0
685,-0.145 ,1.724 ,11.565 ,-0.001 ,0.001 ,-0.001,0,0,0
686,-0.193 ,1.719 ,11.541 ,0.001 ,-0.001 ,-0.001,0,0,0
